logFC,logCPM,cols,PValue,AdjPValue,GeneID,Length,WormBaseID,entrezgene_id
-0.4316,5.323,#858585,0.9086,1.0,B0361.9,1088,WBGene00015163,176033
-0.9915,6.784,#858585,0.5092,1.0,F56C9.7,776,WBGene00018951,176037
0.826,5.327,#858585,0.7174,1.0,F56C9.8,1230,WBGene00018952,186373
1.388,3.08,#858585,0.08394,0.2882,F56C9.11,962,WBGene00018954,176039
0.6931,7.904,#858585,0.7978,1.0,F56C9.10,3806,WBGene00018953,176040
0.578,9.074,#858585,0.9049,1.0,gsp-2,1614,WBGene00001748,3564807
-0.632,3.919,#858585,0.8578,1.0,kap-1,2144,WBGene00002182,176041
1.022,5.66,#858585,0.4696,1.0,F08F8.7,789,WBGene00017272,176043
0.1424,5.724,#858585,0.9962,1.0,gos-28,1080,WBGene00017273,176044
0.6707,6.929,#858585,0.8526,1.0,F08F8.9,2135,WBGene00017274,176045
0.3041,5.297,#858585,0.993,1.0,F08F8.10,1677,WBGene00017275,184199
0.7792,2.725,#858585,0.7927,1.0,F08F8.4,1233,WBGene00017269,176046
0.02272,5.769,#858585,0.9996,1.0,hmgr-1,1948,WBGene00017268,176047
-0.1314,6.508,#858585,0.9828,1.0,mml-1,3528,WBGene00003378,176050
0.005633,6.56,#858585,0.9998,1.0,T20B12.7,941,WBGene00020604,176051
-0.9899,6.936,#858585,0.5119,1.0,hmg-4,2246,WBGene00001974,176052
-0.6542,5.491,#858585,0.8497,1.0,T20B12.3,1604,WBGene00020601,176053
0.07991,4.792,#858585,0.9975,1.0,tbp-1,1379,WBGene00006542,176054
-1.094,5.944,#858585,0.3472,0.8448,trd-1,2509,WBGene00020600,176055
0.5657,4.78,#858585,0.9448,1.0,lgc-50,1822,WBGene00020605,188633
0.3696,6.414,#858585,0.9648,1.0,alh-12,1727,WBGene00000118,176056
-1.708,3.193,#858585,0.01431,0.07001,mls-1,844,WBGene00003376,186741
-2.834,-0.5711,#858585,0.03287,0.1342,fipr-20,153,WBGene00044449,3896753
-0.2588,4.699,#858585,0.9914,1.0,H14A12.3,1221,WBGene00019196,176058
-1.266,7.378,#858585,0.1769,0.5159,fum-1,1720,WBGene00001503,176059
0.8293,1.09,#858585,0.6739,1.0,H14A12.5,632,WBGene00019197,186742
-1.573,5.833,#858585,0.03631,0.1449,cgh-1,2273,WBGene00000479,176061
-1.002,5.932,#858585,0.4982,1.0,C07H6.4,2953,WBGene00015581,176063
-2.002,6.385,#858585,0.01018,0.05418,cls-1,4274,WBGene00015580,176064
-0.1863,4.751,#858585,0.9706,1.0,clk-2,2808,WBGene00000537,176065
-0.185,5.584,#858585,0.9874,1.0,cux-7,1746,WBGene00000854,176066
0.4042,5.649,#858585,0.903,1.0,lig-4,2816,WBGene00002986,176067
1.403,3.522,#858585,0.1057,0.346,lin-39,1385,WBGene00003024,176068
1.798,3.516,#858585,0.02089,0.09432,ceh-13,1131,WBGene00000437,176069
-0.8321,2.588,#858585,0.7298,1.0,lgc-12,1287,WBGene00020048,187855
0.8184,4.342,#858585,0.6336,1.0,ttr-8,474,WBGene00020049,187856
0.8416,4.549,#858585,0.6514,1.0,ttr-32,589,WBGene00020047,187854
0.3144,2.46,#858585,0.9817,1.0,R13A5.7,1562,WBGene00020050,176070
-0.3403,10.11,#858585,0.9243,1.0,rpl-9,626,WBGene00004420,176071
1.383,8.619,#858585,0.153,0.4625,lpd-7,1723,WBGene00003063,176072
-0.01422,6.541,#858585,0.9987,1.0,mfsd-6,2085,WBGene00020051,176073
0.703,2.904,#858585,0.6945,1.0,R13A5.10,561,WBGene00020052,260136
-0.5434,5.257,#858585,0.8774,1.0,cup-5,2685,WBGene00000846,176074
0.5663,1.927,#858585,0.893,1.0,R13A5.15,1032,WBGene00194726,13190191
1.29,4.693,#858585,0.3494,0.8482,Y80D4G.1,980,WBGene00206459,NA
2.129,4.589,#858585,0.03436,0.1389,T04A6.1,849,WBGene00020200,188035
-3.37,7.868,#858585,0.01062,0.05597,fbn-1,9539,WBGene00022816,176076
1.044,6.275,#858585,0.4511,1.0,upp-1,1091,WBGene00022817,176077
-0.8169,6.57,#858585,0.6505,1.0,baz-2,4466,WBGene00001470,176078
-0.07298,3.118,#858585,0.9951,1.0,C18H2.2,2732,WBGene00015989,NA
-0.591,7.789,#858585,0.7468,1.0,lin-13,7053,WBGene00003002,176083
-0.6764,7.255,#858585,0.7255,1.0,ncl-1,4736,WBGene00003559,176084
-2.369,6.996,#858585,0.1361,0.4228,cdh-3,10155,WBGene00000395,176085
-0.7676,5.932,#858585,0.8215,1.0,pcp-1,1957,WBGene00003956,176086
0.7375,5.937,#858585,0.8269,1.0,mtx-2,886,WBGene00022516,176087
-1.073,5.065,#858585,0.3853,0.9068,ZK686.2,1920,WBGene00022792,176088
-1.462,7.359,#858585,0.0779,0.2712,ZK686.3,1267,WBGene00022793,176089
-0.4786,4.684,#858585,0.966,1.0,snu-23,840,WBGene00022794,176090
0.2361,4.597,#858585,0.9613,1.0,ZK686.1,432,WBGene00022791,191404
1.219,2.408,#858585,0.2403,0.6505,bath-15,1063,WBGene00015590,182393
-1.144,4.155,#858585,0.2609,0.6902,mab-5,1103,WBGene00003102,176091
0.6641,1.423,#858585,0.7793,1.0,cyk-7,1086,WBGene00015591,176092
-1.277,8.273,#858585,0.3074,0.7772,egl-45,3588,WBGene00001209,176094
-0.0344,5.651,#858585,0.9986,1.0,ZK652.6,2292,WBGene00022785,176095
1.037,2.482,#858585,0.4627,1.0,ceh-23,1042,WBGene00000446,176096
-0.7906,4.906,#858585,0.7017,1.0,ZK652.8,929,WBGene00022786,191377
0.02269,10.12,#858585,0.9963,1.0,rpl-35,510,WBGene00004449,176097
-0.6374,4.471,#858585,0.841,1.0,tag-307,1029,WBGene00022787,176098
-0.9836,4.527,#858585,0.521,1.0,coq-5,968,WBGene00000765,176099
-0.9492,4.84,#858585,0.5414,1.0,ufm-1,464,WBGene00044324,176100
-0.1829,3.289,#858585,0.9389,1.0,tomm-7,288,WBGene00022783,176101
-0.5439,4.776,#858585,0.8381,1.0,cuc-1,414,WBGene00000835,176102
0.389,5.12,#858585,0.9336,1.0,snr-5,351,WBGene00004918,176103
2.042,2.212,#858585,0.01488,0.07227,slc-17.3,1842,WBGene00015333,182107
-1.092,5.561,#858585,0.3461,0.843,tyr-1,2144,WBGene00015332,176105
0.4283,4.115,#858585,0.9815,1.0,sup-18,1068,WBGene00015334,182108
-0.03706,3.742,#858585,0.9979,1.0,ZK688.9,987,WBGene00022803,176106
1.232,5.612,#858585,0.1899,0.5438,ZK688.11,722,WBGene00044762,4363059
-1.035,6.571,#858585,0.4678,1.0,ZK688.5,5298,WBGene00022800,176108
0.7558,5.038,#858585,0.7079,1.0,fahd-1,919,WBGene00022798,176109
0.2871,5.752,#858585,0.9885,1.0,best-24,2139,WBGene00022797,176110
-1.129,5.83,#858585,0.3416,0.8357,pcp-5,1903,WBGene00022801,176111
-0.3092,0.6098,#858585,0.9504,1.0,ZK688.1,660,WBGene00022796,191405
1.38,1.61,#858585,0.2206,0.6103,ZK688.7,508,WBGene00022802,191407
-1.536,6.265,#858585,0.04202,0.1629,gly-3,2285,WBGene00001628,176112
-0.7087,5.092,#858585,0.8796,1.0,tag-250,2257,WBGene00016203,176113
0.3777,3.074,#858585,0.9688,1.0,C29E4.13,1166,WBGene00043051,259332
-1.205,5.933,#858585,0.3232,0.8049,npp-15,3597,WBGene00003801,176114
-0.7322,6.979,#858585,0.698,1.0,ran-2,3387,WBGene00004303,176115
-0.003751,4.176,#858585,0.9995,1.0,C29E4.12,504,WBGene00016209,259333
-0.8958,6.143,#858585,0.6007,1.0,kle-2,2758,WBGene00016202,176116
0.5577,2.87,#858585,0.7495,1.0,gsto-1,804,WBGene00016204,183000
-1.52,6.194,#858585,0.1231,0.3907,let-754,1104,WBGene00002879,176118
-1.925,3.723,#858585,0.029,0.1217,C29E4.15,708,WBGene00045246,6418648
0.4509,3.304,#858585,0.9579,1.0,C29E4.11,881,WBGene00016208,32091597
2.017,1.096,#858585,0.1166,0.3737,F54H12.2,1260,WBGene00018842,186266
2.15,1.198,#858585,0.01029,0.05466,F54H12.8,1800,WBGene00045247,6418653
1.786,0.6086,#858585,0.07051,0.2502,F54H12.5,1235,WBGene00018845,186269
0.1853,9.195,#858585,0.9681,1.0,eef-1B.1,840,WBGene00018846,176120
-0.3514,9.229,#858585,0.9646,1.0,aco-2,2764,WBGene00000041,176121
-1.106,8.446,#858585,0.4057,0.9404,clp-1,2977,WBGene00000542,176122
0.3916,2.897,#858585,0.9413,1.0,C06G4.1,2832,WBGene00015557,176123
-0.4787,4.01,#858585,0.9771,1.0,npr-17,1413,WBGene00015559,176124
-0.5311,5.112,#858585,0.8916,1.0,cit-1.1,2049,WBGene00000507,176125
-0.06884,6.703,#858585,0.979,1.0,cit-1.2,2168,WBGene00000508,176126
-0.1706,5.564,#858585,0.99,1.0,F44B9.5,1310,WBGene00018408,176127
-0.5581,6.164,#858585,0.8056,1.0,lin-36,3366,WBGene00003021,176128
-1.32,5.236,#858585,0.097,0.3229,F44B9.2,1580,WBGene00018407,176129
-1.269,4.684,#858585,0.1496,0.4552,mdt-30,1459,WBGene00004125,176130
-0.3857,5.085,#858585,0.9833,1.0,F44B9.8,1289,WBGene00018409,176131
-0.372,3.635,#858585,0.9279,1.0,dpf-6,2714,WBGene00001059,176132
-0.1585,6.045,#858585,0.9571,1.0,K12H4.5,436,WBGene00019680,187337
-0.3149,6.366,#858585,0.9857,1.0,spcs-3,708,WBGene00019679,176133
-0.4011,6.045,#858585,0.9615,1.0,K12H4.3,1186,WBGene00019678,176134
0.2509,2.979,#858585,0.9653,1.0,K12H4.2,655,WBGene00019677,176135
-0.2937,5.856,#858585,0.9095,1.0,K12H4.7,1718,WBGene00019682,176136
-0.9037,5.511,#858585,0.6642,1.0,pros-1,2264,WBGene00000448,176137
-1.26,6.744,#858585,0.3107,0.7823,dcr-1,5934,WBGene00000939,176138
-0.8097,4.354,#858585,0.7662,1.0,apc-2,2371,WBGene00000143,176139
0.839,6.003,#858585,0.6832,1.0,grp-1,1618,WBGene00001743,176140
0.688,6.671,#858585,0.7392,1.0,vms-1,2066,WBGene00019457,176141
1.404,4.831,#858585,0.06421,0.2314,idi-1,836,WBGene00019460,176142
0.8996,4.753,#858585,0.6561,1.0,K06H7.2,1379,WBGene00019456,187077
0.009896,2.151,#858585,0.9995,1.0,K06H7.1,951,WBGene00019455,187076
-1.502,6.066,#858585,0.1051,0.3445,plk-1,2317,WBGene00004042,176143
-1.408,4.807,#858585,0.106,0.3468,C14B9.3,1223,WBGene00015753,176144
-1.366,6.735,#858585,0.1971,0.5595,gei-8,5987,WBGene00001565,176145
-0.2441,10.5,#858585,0.9413,1.0,rpl-21,534,WBGene00004433,176146
0.1675,5.895,#858585,0.9577,1.0,C14B9.10,361,WBGene00015755,259519
-0.3938,7.348,#858585,0.9706,1.0,C14B9.2,2112,WBGene00015752,176147
-0.7592,6.157,#858585,0.7442,1.0,C14B9.8,3998,WBGene00015754,176149
-0.1982,4.153,#858585,0.9394,1.0,mrpl-18,635,WBGene00017044,183940
0.9181,2.795,#858585,0.5977,1.0,D2007.2,865,WBGene00017042,183938
1.039,3.241,#858585,0.474,1.0,D2007.1,386,WBGene00017041,183937
1.215,5.809,#858585,0.1812,0.5251,atg-13,1557,WBGene00017045,176150
1.019,5.426,#858585,0.4837,1.0,cil-1,1466,WBGene00086546,183643
0.9284,6.718,#858585,0.56,1.0,bath-42,1707,WBGene00016803,176152
-0.7948,9.111,#858585,0.6314,1.0,prp-8,7399,WBGene00004187,176153
2.285,0.6509,#858585,0.2246,0.6193,C50C3.2,6822,WBGene00016800,176154
-0.8386,6.858,#858585,0.6721,1.0,unc-36,4048,WBGene00006772,176155
-1.663,5.259,#858585,0.03101,0.1284,unc-86,1448,WBGene00006818,176157
0.7043,1.161,#858585,0.7693,1.0,C30A5.16,314,WBGene00206533,13190384
-0.2015,0.106,#858585,0.9263,1.0,C30A5.4,1137,WBGene00016239,183037
-0.4984,5.37,#858585,0.9683,1.0,mob-4,1044,WBGene00016238,176158
-0.6449,3.126,#858585,0.7984,1.0,rfs-1,983,WBGene00004342,24104262
0.249,7.309,#858585,0.9873,1.0,fbxl-1,2865,WBGene00015350,3564805
-0.1444,1.281,#858585,0.9705,1.0,C02F5.15,183,WBGene00219795,NA
0.0204,4.111,#858585,0.9997,1.0,henn-1,1506,WBGene00015349,176159
2.037,1.605,#858585,0.01484,0.07219,C02F5.5,659,WBGene00015348,182122
1.391,4.945,#858585,0.07983,0.2764,tsp-2,713,WBGene00006628,259752
1.613,5.404,#858585,0.02619,0.1127,tsp-1,905,WBGene00006627,192096
0.9221,4.571,#858585,0.5705,1.0,C02F5.12,1375,WBGene00015352,182124
-1.075,6.652,#858585,0.4074,0.9427,pbs-6,878,WBGene00003952,176161
-0.05835,4.525,#858585,0.9961,1.0,cids-1,1118,WBGene00015347,176162
1.209,7.43,#858585,0.2201,0.6093,C02F5.3,1222,WBGene00015346,176163
0.2206,2.888,#858585,0.9799,1.0,C02F5.13,794,WBGene00015353,3565859
-1.451,5.466,#858585,0.1826,0.5273,knl-1,3376,WBGene00002231,176164
-0.8427,3.233,#858585,0.7058,1.0,F09G8.5,1439,WBGene00017320,184268
-1.248,4.975,#858585,0.1649,0.4903,mrps-9,1289,WBGene00017319,184267
-0.1825,3.038,#858585,0.9753,1.0,F09G8.7,330,WBGene00017321,184270
-0.7108,3.805,#858585,0.8114,1.0,crn-7,1308,WBGene00007056,176166
1.09,2.329,#858585,0.4637,1.0,clec-160,1968,WBGene00017322,176167
-1.16,7.233,#858585,0.3544,0.8554,mig-10,2684,WBGene00003243,176168
0.269,2.601,#858585,0.9555,1.0,F10E9.7,748,WBGene00017358,176169
1.425,1.909,#858585,0.1151,0.3702,F10E9.5,705,WBGene00017357,184305
0.1189,5.202,#858585,0.9976,1.0,F10E9.4,932,WBGene00017356,184304
-0.5832,4.391,#858585,0.9183,1.0,F10E9.3,1290,WBGene00017355,176170
-1.458,5.209,#858585,0.09743,0.324,sas-4,2661,WBGene00004726,176172
-0.1673,3.44,#858585,0.9873,1.0,F10E9.11,521,WBGene00017360,176173
1.303,3.838,#858585,0.2046,0.5757,F10E9.1,716,WBGene00017353,184303
-0.631,6.913,#858585,0.9076,1.0,iglr-2,2750,WBGene00022580,176175
0.3474,4.451,#858585,0.9246,1.0,mrps-18A,657,WBGene00022583,176176
-0.02798,5.974,#858585,0.9993,1.0,ZC262.2,970,WBGene00022579,191130
-0.1457,0.9392,#858585,0.9528,1.0,ZC262.7,516,WBGene00043948,24105263
-0.004198,8.951,#858585,0.999,1.0,unc-116,3085,WBGene00006840,176179
-0.1767,6.902,#858585,0.9764,1.0,rfp-1,2924,WBGene00007008,176180
-1.648,6.325,#858585,0.01464,0.07141,R05D3.9,2174,WBGene00019882,176181
0.6707,0.9891,#858585,0.7773,1.0,R05D3.3,1752,WBGene00019878,187601
0.1673,6.006,#858585,0.988,1.0,R05D3.2,2629,WBGene00019877,176182
-0.5017,6.505,#858585,0.8634,1.0,met-2,4116,WBGene00019883,176183
0.007195,5.596,#858585,0.9993,1.0,R05D3.12,4117,WBGene00019884,259522
1.219,0.5389,#858585,0.2758,0.7187,ZK353.4,914,WBGene00022700,191288
-0.3208,3.994,#858585,0.9736,1.0,ZK353.10,403,WBGene00044677,4363052
-0.5239,6.916,#858585,0.946,1.0,lap-1,1603,WBGene00002249,176185
-0.191,4.345,#858585,0.9903,1.0,cutc-1,1227,WBGene00022702,176186
-0.4697,5.559,#858585,0.9697,1.0,ubxn-4,1568,WBGene00022703,176187
-1.014,5.88,#858585,0.4795,1.0,cyy-1,1712,WBGene00022697,176188
0.3055,4.469,#858585,0.9545,1.0,ZK353.9,793,WBGene00022704,191290
-0.9211,6.045,#858585,0.562,1.0,sor-1,3231,WBGene00023405,176189
-0.3253,6.772,#858585,0.9856,1.0,cec-1,1239,WBGene00000414,176190
-0.8704,3.946,#858585,0.7073,1.0,ZK1236.1,2035,WBGene00022862,176191
0.3365,4.198,#858585,0.9382,1.0,ZK1236.5,566,WBGene00022864,191537
0.07377,1.003,#858585,0.9836,1.0,ZK1236.8,232,WBGene00023223,NA
0.2631,4.76,#858585,0.9953,1.0,pqn-96,986,WBGene00004175,176193
-0.2804,5.614,#858585,0.9907,1.0,ufbp-1,1235,WBGene00022865,176194
0.1775,9.012,#858585,0.9242,1.0,hsp-110,2706,WBGene00016250,176195
-1.09,7.711,#858585,0.3833,0.9033,rpn-3,1856,WBGene00004460,176196
-0.07107,4.766,#858585,0.9907,1.0,mrpl-32,666,WBGene00016249,176197
-0.287,5.093,#858585,0.9804,1.0,mig-39,3808,WBGene00018369,185686
0.8439,4.416,#858585,0.6359,1.0,F42H10.6,688,WBGene00018370,176198
-0.3598,5.486,#858585,0.9837,1.0,F42H10.3,1256,WBGene00018367,185685
1.181,4.739,#858585,0.2908,0.7463,ess-2,1718,WBGene00018371,176200
0.5298,2.888,#858585,0.8793,1.0,F42H10.2,418,WBGene00018366,185684
-1.195,7.44,#858585,0.3105,0.7821,pac-1,5730,WBGene00015418,176201
-1.26,5.535,#858585,0.2374,0.6448,trp-1,3256,WBGene00006614,176202
-1.784,2.464,#858585,0.02779,0.1179,ZC21.6,1752,WBGene00022506,191054
1.001,6.67,#858585,0.4994,1.0,C02D5.4,871,WBGene00043097,13190517
-0.3997,4.151,#858585,0.9647,1.0,C02D5.2,1186,WBGene00015336,176203
-1.927,3.914,#858585,0.01118,0.05812,doxa-1,1866,WBGene00015519,182313
-1.028,3.469,#858585,0.4569,1.0,glr-1,2986,WBGene00001612,176204
-0.7354,0.6032,#858585,0.6676,1.0,C06E1.7,1362,WBGene00015522,182316
-1.211,4.382,#858585,0.2109,0.5894,ztf-30,1518,WBGene00015523,182317
0.6455,5.946,#858585,0.8351,1.0,C06E1.9,2038,WBGene00015524,176206
-0.5464,5.724,#858585,0.8764,1.0,rha-2,3642,WBGene00015525,176207
2.314,-0.163,#858585,0.01349,0.06725,C06E1.11,1287,WBGene00015526,182318
1.008,2.674,#858585,0.4872,1.0,C13G5.2,1191,WBGene00015747,176208
-1.102,3.419,#858585,0.35,0.8491,ceh-16,942,WBGene00000439,191618
0.1588,3.959,#858585,0.9919,1.0,polk-1,2005,WBGene00017696,176209
-1.191,3.804,#858585,0.2558,0.6805,gpr-1,1698,WBGene00001688,176210
-0.5395,5.181,#858585,0.9611,1.0,dnj-10,1681,WBGene00001028,176211
0.8615,5.529,#858585,0.6973,1.0,twk-7,2193,WBGene00006662,192073
0.5276,9.702,#858585,0.8688,1.0,F22B7.9,974,WBGene00017698,176213
-0.761,5.276,#858585,0.8424,1.0,dpy-19,2155,WBGene00001078,191628
0.8466,4.82,#858585,0.7501,1.0,F22B7.1,1055,WBGene00017692,184811
2.019,2.518,#858585,0.01331,0.06661,pgl-2,1716,WBGene00003993,182022
-0.2318,6.751,#858585,0.9258,1.0,fli-1,4611,WBGene00001443,176215
0.01356,4.268,#858585,0.9995,1.0,anmt-1,978,WBGene00015124,176217
0.001482,7.516,#858585,0.9999,1.0,B0303.3,1896,WBGene00015125,176216
0.1508,5.856,#858585,0.9934,1.0,B0303.4,2276,WBGene00015126,176218
1.512,5.619,#858585,0.1317,0.4116,B0303.7,1918,WBGene00015128,176220
-0.171,5.041,#858585,0.995,1.0,vps-33.1,2026,WBGene00015130,176221
-0.5181,3.572,#858585,0.9568,1.0,B0303.14,1581,WBGene00015132,176223
-0.3713,5.168,#858585,0.917,1.0,mrpl-11,688,WBGene00015133,181917
0.4664,7.496,#858585,0.8529,1.0,hipr-1,3295,WBGene00022717,176224
0.4172,7.198,#858585,0.9067,1.0,ZK370.4,4332,WBGene00022718,176225
-0.1642,6.086,#858585,0.9845,1.0,pdhk-2,1563,WBGene00022719,176226
-0.09175,3.623,#858585,0.9813,1.0,ZK370.6,1064,WBGene00022720,191302
-0.5143,4.706,#858585,0.9714,1.0,ugtp-1,1313,WBGene00022721,176227
0.2052,4.523,#858585,0.9863,1.0,sma-2,1525,WBGene00004856,176229
-1.011,6.126,#858585,0.4821,1.0,tomm-70,1879,WBGene00022722,176228
1.91,4.998,#858585,0.04749,0.1803,aak-1,2259,WBGene00019801,176230
-1.249,6.622,#858585,0.2476,0.6649,mig-22,3443,WBGene00003253,176231
-0.3493,5.013,#858585,0.916,1.0,mtss-1,615,WBGene00019800,187502
0.6192,7.637,#858585,0.9079,1.0,K02D10.1,2231,WBGene00019301,176232
0.558,0.8102,#858585,0.8014,1.0,K02D10.3,318,WBGene00019303,186878
1.223,6.906,#858585,0.2038,0.574,snap-29,1264,WBGene00019305,176233
1.112,4.851,#858585,0.3298,0.816,K02D10.4,1515,WBGene00019304,176234
0.109,3.79,#858585,0.9965,1.0,ztf-1,1954,WBGene00018833,176236
1.039,0.6784,#858585,0.4767,1.0,anr-34,2117,WBGene00219701,NA
-1.172,8.167,#858585,0.3625,0.8695,zfp-1,4009,WBGene00006975,176237
0.9828,3.34,#858585,0.5224,1.0,F54F2.7,607,WBGene00018835,176238
0.06377,5.555,#858585,0.9904,1.0,prx-19,1238,WBGene00004201,176239
-1.383,8.058,#858585,0.249,0.667,pat-2,3976,WBGene00003929,176240
-1.123,4.404,#858585,0.3353,0.8261,F54F2.9,1358,WBGene00018836,176241
-0.7073,5.456,#858585,0.8893,1.0,F44E2.3,892,WBGene00018417,176242
-0.5708,2.93,#858585,0.8843,1.0,F44E2.10,1113,WBGene00018423,185734
0.6616,4.585,#858585,0.8428,1.0,F44E2.6,581,WBGene00018419,176244
0.2389,5.524,#858585,0.9917,1.0,F44E2.7,1949,WBGene00018420,176245
-0.03187,5.036,#858585,0.9994,1.0,F44E2.8,1152,WBGene00018421,176246
-0.06298,4.311,#858585,0.9936,1.0,F44E2.9,484,WBGene00018422,176247
0.5599,3.213,#858585,0.7936,1.0,plg-1,3174,WBGene00004041,NA
0.4283,4.182,#858585,0.9335,1.0,K01F9.2,966,WBGene00010475,3565085
0.617,5.471,#858585,0.9105,1.0,svop-1,1879,WBGene00014021,176250
0.2809,5.245,#858585,0.9159,1.0,ZK637.2,630,WBGene00014022,176252
1.317,4.37,#858585,0.105,0.3443,ZK637.14,817,WBGene00014031,176251
0.06419,7.267,#858585,0.9893,1.0,lnkn-1,2138,WBGene00014023,176253
0.7711,7.385,#858585,0.7968,1.0,asna-1,1189,WBGene00014025,176254
-0.7651,5.026,#858585,0.7409,1.0,lin-9,2328,WBGene00002998,176256
-0.8559,8.457,#858585,0.6325,1.0,unc-32,3618,WBGene00006768,176257
0.236,2.264,#858585,0.9834,1.0,tpk-1,933,WBGene00014027,176258
-0.2952,4.091,#858585,0.9893,1.0,trxr-2,1621,WBGene00014028,176259
0.9696,6.138,#858585,0.5307,1.0,glb-1,598,WBGene00014030,176261
0.32,3.769,#858585,0.9334,1.0,arrd-15,1510,WBGene00014033,191372
0.8431,7.029,#858585,0.6696,1.0,ZK643.5,1569,WBGene00014036,176263
0.08452,2.701,#858585,0.9949,1.0,ZK643.2,865,WBGene00014034,191373
-0.005208,4.46,#858585,0.9995,1.0,R08D7.1,1497,WBGene00011142,176266
-0.5453,4.386,#858585,0.948,1.0,rpap-2,1458,WBGene00011143,176267
-1.622,7.442,#858585,0.02244,0.09951,eif-3.D,1806,WBGene00001227,176268
-0.6438,5.48,#858585,0.8442,1.0,R08D7.4,1395,WBGene00011144,176269
-0.1403,4.344,#858585,0.9874,1.0,R08D7.5,642,WBGene00011145,187699
-0.09669,7.984,#858585,0.9796,1.0,pde-2,3233,WBGene00011146,176270
-0.6388,3.378,#858585,0.9104,1.0,R08D7.7,1742,WBGene00011147,187700
-0.3138,5.676,#858585,0.9909,1.0,skat-1,1732,WBGene00010307,176271
0.7184,4.053,#858585,0.8804,1.0,F59B2.3,1381,WBGene00010308,176272
0.9742,2.43,#858585,0.5332,1.0,zif-1,1784,WBGene00006977,176274
-0.5508,4.599,#858585,0.9363,1.0,rab-6.1,832,WBGene00004269,176275
0.07039,2.893,#858585,0.9938,1.0,F59B2.8,1308,WBGene00010310,186593
-0.4634,2.426,#858585,0.9449,1.0,F59B2.9,1440,WBGene00010311,186594
-0.07808,0.9633,#858585,0.9872,1.0,F59B2.11,1841,WBGene00010313,NA
0.1185,4.4,#858585,0.9965,1.0,F59B2.13,1703,WBGene00010315,186597
0.8336,3.929,#858585,0.7295,1.0,nac-2,1956,WBGene00003518,187898
1.278,4.766,#858585,0.1269,0.3998,R107.2,998,WBGene00011298,176277
1.046,6.909,#858585,0.4639,1.0,ikke-1,2976,WBGene00011299,176278
0.8503,7.504,#858585,0.6558,1.0,R107.5,999,WBGene00011300,176279
0.1204,7.163,#858585,0.9598,1.0,cls-2,3325,WBGene00000549,176280
-1.337,4.588,#858585,0.174,0.5098,lin-12,4847,WBGene00003001,176282
1.916,2.372,#858585,0.009591,0.05178,F02A9.7,662,WBGene00044406,3564852
1.834,4.139,#858585,0.01909,0.08794,F02A9.1,842,WBGene00008513,184071
-0.6877,10.73,#858585,0.7552,1.0,far-1,653,WBGene00001385,176283
-0.8434,6.905,#858585,0.6838,1.0,far-2,761,WBGene00001386,176284
-0.5018,7.145,#858585,0.953,1.0,mrpl-44,3725,WBGene00008514,176285
0.3101,3.106,#858585,0.9186,1.0,glp-1,4326,WBGene00001609,176286
-1.292,5.187,#858585,0.2144,0.5969,cya-1,2080,WBGene00000863,176287
-1.659,4.224,#858585,0.01692,0.07983,ZK512.1,863,WBGene00013982,191340
-1.84,5.412,#858585,0.05167,0.1935,ced-11,4358,WBGene00000425,176288
-1.995,6.248,#858585,0.04595,0.1755,sec-16,4296,WBGene00013985,176289
-1.273,5.708,#858585,0.1415,0.4357,eat-4,2184,WBGene00001135,176291
-0.2016,6.395,#858585,0.9698,1.0,ZK512.2,1867,WBGene00013983,176292
1.136,2.887,#858585,0.3813,0.9003,ZK512.11,416,WBGene00013989,3565910
0.07352,3.078,#858585,0.9923,1.0,ZK512.4,336,WBGene00013984,176293
0.476,6.195,#858585,0.8688,1.0,nhl-1,3241,WBGene00003597,176295
-0.1653,3.723,#858585,0.9953,1.0,irld-34,1194,WBGene00010074,186261
-1.006,6.914,#858585,0.4971,1.0,ina-1,3806,WBGene00002081,176296
0.4194,2.49,#858585,0.8984,1.0,tax-4,2286,WBGene00006526,176297
-1.457,6.619,#858585,0.1093,0.3554,cls-3,3130,WBGene00013847,176298
-0.9076,-0.2462,#858585,0.5722,1.0,ZC84.1,5302,WBGene00013846,191073
-0.2711,3.436,#858585,0.9591,1.0,npr-29,1230,WBGene00013848,176300
2.108,2.0,#858585,0.01464,0.07141,T23G5.3,789,WBGene00011963,188816
-0.8137,5.867,#858585,0.7763,1.0,T23G5.2,2754,WBGene00011962,176302
-0.01515,5.062,#858585,0.9995,1.0,saeg-2,1321,WBGene00011964,176303
-0.05296,1.045,#858585,0.9863,1.0,T02C1.1,754,WBGene00011365,176305
-0.6613,1.998,#858585,0.8268,1.0,T02C1.2,1119,WBGene00011366,176306
1.038,3.286,#858585,0.4402,0.9943,M01A8.1,1004,WBGene00010795,187349
-0.7717,7.445,#858585,0.6977,1.0,clip-1,3185,WBGene00010796,176307
-1.564,4.556,#858585,0.03323,0.1354,fozi-1,3038,WBGene00010453,176308
-0.09647,3.348,#858585,0.992,1.0,K01B6.3,1508,WBGene00010454,176309
-0.5356,4.696,#858585,0.9534,1.0,srx-45,1086,WBGene00005936,186838
1.224,3.25,#858585,0.2817,0.7296,C40H1.8,1183,WBGene00008043,3565371
-0.1716,0.6757,#858585,0.9596,1.0,C40H1.9,1050,WBGene00008044,3565853
