,logFC,logCPM,cols,PValue,AdjPValue,GeneID,Length,WormBaseID,entrezgene_id,cellTypes
3420,-0.06356,3.522,#858585,0.9984,1.0,lgc-20,1522,WBGene00007191,174733.0,
3421,-0.1978,7.35,#858585,0.9762,1.0,B0491.5,1218,WBGene00007192,174734.0,
3422,0.6738,5.295,#858585,0.8481,1.0,B0491.6,2064,WBGene00007193,174735.0,
3423,0.488,4.261,#858585,0.9719,1.0,B0491.1,1316,WBGene00007189,174736.0,
3424,-0.2486,4.247,#858585,0.9793,1.0,B0491.7,974,WBGene00007194,174737.0,
3425,-0.3616,4.37,#858585,0.9798,1.0,clh-2,3004,WBGene00000529,174738.0,"['several structures', 'including ganglia', 'intestine', 'pharyngeal-intestinal valve', 'somatic nervous system', 'and vulval muscle']"
3426,1.023,3.922,#858585,0.4731,1.0,C33B4.4,524,WBGene00007892,259464.0,
3427,-1.988,7.105,#858585,0.06109,0.2221,shn-1,3832,WBGene00006444,174739.0,"['several structures', 'including amphid neurons', 'pharyngeal-intestinal valve', 'somatic nervous system', 'sperm', 'and vulva']"
3428,0.2772,4.591,#858585,0.9923,1.0,C05D12.7,718,WBGene00044029,3565966.0,
3429,-0.8868,3.838,#858585,0.6735,1.0,C05D12.1,1885,WBGene00007339,174740.0,
3430,-0.419,2.942,#858585,0.9684,1.0,C05D12.2,3192,WBGene00007340,174741.0,
3431,-1.076,1.22,#858585,0.4204,0.9648,C05D12.4,1058,WBGene00007341,3565230.0,
3432,-0.4758,7.499,#858585,0.9483,1.0,vha-6,2709,WBGene00006915,174743.0,"['Psub2', 'excretory cell', 'hypodermis', 'pharyngeal-intestinal valve', 'and uterus']"
3433,0.8874,1.634,#858585,0.6345,1.0,VW02B12L.2,495,WBGene00012155,189071.0,
3434,-1.448,4.727,#858585,0.04636,0.1767,ebp-2,1166,WBGene00012156,174744.0,"['several structures', 'including hypodermis', 'nervous system', 'and ventral nerve cord']"
3435,0.2891,4.255,#858585,0.9727,1.0,adbp-1,841,WBGene00012157,174745.0,"['hyp7 syncytium', 'intestine', 'neurons', 'pharynx', 'and seam cell']"
3436,0.4248,3.273,#858585,0.9114,1.0,W02B12.1,1296,WBGene00012201,174746.0,
3437,-1.284,6.601,#858585,0.1346,0.4193,rsp-2,1075,WBGene00004699,174747.0,
3438,-1.583,5.884,#858585,0.02789,0.1183,rsp-1,2399,WBGene00004698,174748.0,"['several structures', 'including intestine', 'pharyngeal neurons']"
3439,-1.153,3.143,#858585,0.2872,0.7405,W02B12.4,1892,WBGene00012202,189110.0,
3440,-1.357,4.893,#858585,0.1236,0.3916,aars-1,2605,WBGene00000196,174749.0,
3441,-0.7024,6.225,#858585,0.8822,1.0,rga-1,1489,WBGene00012203,174751.0,
3442,0.03767,5.546,#858585,0.9911,1.0,cisd-1,623,WBGene00044026,3565570.0,"['embryonic cell', 'intestinal cell']"
3443,0.5955,6.03,#858585,0.9434,1.0,mfn-1,1311,WBGene00012204,174752.0,
3444,-0.2918,4.64,#858585,0.9797,1.0,W02B12.10,904,WBGene00012205,174753.0,
3445,-0.9927,5.563,#858585,0.5121,1.0,W02B12.11,1676,WBGene00012206,174754.0,"['several structures', 'including body wall musculature', 'hermaphrodite gonad', 'hypodermis', 'intestine', 'and vulva']"
3446,-0.4573,4.692,#858585,0.9515,1.0,twk-5,1121,WBGene00006660,174756.0,
3447,-0.8535,7.258,#858585,0.6282,1.0,ttr-18,571,WBGene00007142,174757.0,
3448,-0.9567,1.731,#858585,0.5366,1.0,B0334.13,497,WBGene00007149,3565810.0,
3449,0.05124,7.376,#858585,0.9983,1.0,B0334.3,2084,WBGene00007143,174758.0,
3450,0.2871,5.194,#858585,0.9862,1.0,ooc-3,1587,WBGene00003868,174759.0,['P0']
3451,0.3899,5.131,#858585,0.959,1.0,B0334.4,826,WBGene00007144,174760.0,['tail']
3452,-1.263,4.17,#858585,0.1562,0.4703,emc-5,627,WBGene00195248,13187162.0,
3453,-1.269,4.228,#858585,0.2395,0.6488,B0334.5,1411,WBGene00007145,174761.0,
3454,0.2676,3.212,#858585,0.9811,1.0,B0334.6,1374,WBGene00007146,181927.0,
3455,-1.016,5.517,#858585,0.4835,1.0,age-1,3978,WBGene00000090,174762.0,"['amphid neurons', 'hypodermis', 'and pharyngeal-intestinal valve']"
3456,-0.3413,4.23,#858585,0.9833,1.0,mdt-8,1079,WBGene00007013,174763.0,
3457,1.014,1.943,#858585,0.4848,1.0,Y62F5A.12,495,WBGene00077453,6418641.0,
3458,-0.06139,5.52,#858585,0.9971,1.0,F54D5.12,1536,WBGene00010055,174764.0,
3459,0.44,5.316,#858585,0.9777,1.0,gtf-2E2,1013,WBGene00010054,174765.0,
3460,2.425,1.84,#858585,0.02662,0.114,F54D5.9,1977,WBGene00010053,174766.0,
3461,0.112,7.77,#858585,0.9945,1.0,dnj-13,1542,WBGene00001031,3564910.0,
3462,-0.2306,6.431,#858585,0.9928,1.0,F54D5.7,1402,WBGene00010052,174768.0,
3463,-0.787,4.598,#858585,0.7056,1.0,F54D5.5,1647,WBGene00010051,174771.0,
3464,1.177,5.3,#858585,0.3801,0.8981,F54D5.4,620,WBGene00010050,174772.0,
3465,1.733,6.535,#858585,0.102,0.3365,F54D5.3,617,WBGene00010049,174773.0,
3466,0.3796,4.836,#858585,0.9843,1.0,pcs-1,1344,WBGene00003960,174775.0,"['several structures', 'including coelomocyte', 'non-striated muscle', 'pharyngeal-intestinal valve', 'pharynx', 'and rectal valve cell']"
3467,-0.0103,5.978,#858585,0.9967,1.0,smc-6,3731,WBGene00010056,174776.0,
3468,-0.3333,4.95,#858585,0.9551,1.0,D1043.1,2881,WBGene00008361,174777.0,
3469,-0.7074,5.973,#858585,0.767,1.0,gfat-1,2571,WBGene00008546,174778.0,['tail']
3470,-1.106,5.583,#858585,0.3858,0.9076,npp-5,2604,WBGene00003791,174779.0,
3471,-1.023,6.073,#858585,0.4778,1.0,F07A11.4,3635,WBGene00008547,174780.0,
3472,-0.1234,3.119,#858585,0.977,1.0,F07A11.5,1087,WBGene00008548,174781.0,
3473,-1.818,8.114,#858585,0.1454,0.445,din-1,10039,WBGene00008549,174782.0,"['several structures', 'including body wall musculature', 'hermaphrodite distal tip cell', 'intestine', 'pharynx', 'and vulval precursor cell']"
3474,0.4375,4.402,#858585,0.9606,1.0,coa-7,918,WBGene00013925,174784.0,
3475,-0.7733,6.83,#858585,0.8089,1.0,rad-23,1497,WBGene00013924,174785.0,"['dorsal nerve cord', 'head', 'neurons', 'ventral nerve cord', 'and vulva']"
3476,-0.9169,6.37,#858585,0.5853,1.0,rpn-12,885,WBGene00004468,174786.0,
3477,-1.385,5.794,#858585,0.07491,0.263,nep-1,2529,WBGene00013926,174787.0,"['RIH', 'pharynx']"
3478,-1.65,7.051,#858585,0.2026,0.5711,trr-1,12483,WBGene00007028,174788.0,"['several structures', 'including P3']"
3479,-0.4542,6.084,#858585,0.9504,1.0,C47D12.2,2209,WBGene00008136,174789.0,
3480,0.8893,0.5883,#858585,0.6064,1.0,sfxn-1.4,1124,WBGene00008137,183547.0,
3481,0.05346,3.961,#858585,0.9978,1.0,kel-1,1996,WBGene00002184,174791.0,['g1']
3482,-0.6224,7.901,#858585,0.8186,1.0,tars-1,2544,WBGene00006617,174790.0,
3483,-1.236,4.524,#858585,0.2663,0.7009,xpf-1,2899,WBGene00008140,174793.0,
3484,-0.2167,4.419,#858585,0.9945,1.0,VF13D12L.3,1374,WBGene00012149,174795.0,
3485,-0.8247,5.444,#858585,0.7317,1.0,F13D12.9,1750,WBGene00008743,174794.0,
3486,1.166,2.742,#858585,0.3396,0.8323,F13D12.10,943,WBGene00008744,174796.0,
3487,-0.3631,6.809,#858585,0.968,1.0,ldh-1,1151,WBGene00002262,174798.0,['tail']
3488,1.52,9.121,#858585,0.09885,0.3281,alh-8,1952,WBGene00000114,174800.0,
3489,-0.03958,3.643,#858585,0.9926,1.0,F13D12.8,738,WBGene00008742,174801.0,
3490,1.655,5.197,#858585,0.1854,0.5333,F13D12.6,1559,WBGene00008741,174802.0,['intestine']
3491,-1.764,8.645,#858585,0.07482,0.2627,gpb-1,2452,WBGene00001679,174803.0,"['several structures', 'including body wall musculature', 'germ line', 'intestine', 'pharynx', 'and vulval cell']"
3492,3.298,4.826,#858585,0.0368,0.1465,F44E5.4,2109,WBGene00009691,174805.0,
3493,3.505,5.515,#858585,0.035,0.1407,F44E5.5,2105,WBGene00009692,174806.0,
3494,0.07477,6.332,#858585,0.9922,1.0,F44E5.1,367,WBGene00009688,174807.0,
3495,-0.9565,7.304,#858585,0.5448,1.0,patr-1,2889,WBGene00009661,174808.0,
3496,-1.032,3.82,#858585,0.4709,1.0,dna-2,3302,WBGene00001016,174809.0,"['gonad', 'oocyte', 'spermatheca', 'and uterus']"
3497,-1.686,4.681,#858585,0.05921,0.2166,F43G6.4,1176,WBGene00009657,174810.0,
3498,0.7726,1.956,#858585,0.7359,1.0,hda-5,1583,WBGene00009663,174811.0,
3499,-1.648,3.516,#858585,0.01994,0.09081,Y6D1A.2,1010,WBGene00012396,174817.0,
3500,-0.2165,4.531,#858585,0.9837,1.0,Y6D1A.1,1797,WBGene00012395,174818.0,
3501,2.119,-0.2233,#858585,0.03493,0.1405,T27D12.6,263,WBGene00194848,13187289.0,
3502,-0.4878,7.151,#858585,0.9567,1.0,T27D12.1,1859,WBGene00012085,174820.0,
3503,-0.3119,5.545,#858585,0.9739,1.0,clh-1,3073,WBGene00000528,174821.0,"['several structures', 'including amphid sheath cell', 'anterior hypodermis', 'intestine', 'spermatheca', 'and vulD']"
3504,-0.859,7.224,#858585,0.5942,1.0,npp-3,5265,WBGene00003789,174823.0,['embryonic cell']
3505,-1.872,7.612,#858585,0.1007,0.3332,top-2,4860,WBGene00010785,174825.0,
3506,-1.8,1.434,#858585,0.02639,0.1134,ZK930.6,840,WBGene00014156,191466.0,
3507,-0.3535,6.233,#858585,0.8915,1.0,vps-15,4247,WBGene00014151,174827.0,
3508,1.263,4.421,#858585,0.2757,0.7187,hmg-12,1081,WBGene00001977,174829.0,
3509,-1.511,4.413,#858585,0.03407,0.1381,W03C9.6,1893,WBGene00012222,189149.0,
3510,1.327,1.598,#858585,0.1596,0.4783,W03C9.2,1542,WBGene00012220,174833.0,
3511,0.5326,6.486,#858585,0.9429,1.0,rab-7,975,WBGene00004271,174834.0,"['several structures', 'including oocyte']"
3512,1.759,3.472,#858585,0.0364,0.145,W03C9.5,392,WBGene00012221,174835.0,
3513,0.4286,7.501,#858585,0.871,1.0,Y17G7B.21,1482,WBGene00012472,259466.0,
3514,0.3051,9.103,#858585,0.9105,1.0,Y17G7B.20,1773,WBGene00012471,174837.0,
3515,-0.09706,6.226,#858585,0.9873,1.0,ash-2,2984,WBGene00012458,174838.0,['germ line']
3516,-0.004885,3.399,#858585,0.9999,1.0,Y17G7B.3,1782,WBGene00012459,174839.0,
3517,0.4841,3.772,#858585,0.891,1.0,dhps-1,1237,WBGene00012460,174840.0,
3518,-0.2155,3.251,#858585,0.993,1.0,glb-29,1322,WBGene00012461,189454.0,"['head neurons', 'lateral nerve cord', 'tail neurons', 'ventral cord neurons', 'and ventral nerve cord']"
3519,-0.303,4.217,#858585,0.9718,1.0,Y17G7B.12,905,WBGene00012465,174842.0,
3520,0.5559,5.934,#858585,0.9389,1.0,Y17G7B.8,1070,WBGene00012462,189455.0,
3521,-0.3551,5.357,#858585,0.972,1.0,cyn-16,1607,WBGene00000892,174843.0,"['intestine', 'ventral cord neurons']"
3522,-0.2972,7.263,#858585,0.9812,1.0,tpi-1,1163,WBGene00006601,174844.0,
3523,1.6,5.97,#858585,0.06817,0.2431,ippk-1,2318,WBGene00012466,189456.0,
3524,1.051,5.619,#858585,0.4274,0.9743,Y17G7B.10,1819,WBGene00012463,174846.0,
3525,0.806,4.346,#858585,0.7859,1.0,arrd-7,1359,WBGene00012464,174847.0,
3526,0.6967,2.606,#858585,0.829,1.0,Y17G7B.22,681,WBGene00012473,259467.0,
3527,-0.7568,5.623,#858585,0.6927,1.0,cnt-1,3239,WBGene00000565,174848.0,
3528,1.152,5.015,#858585,0.3762,0.8927,Y17G7B.17,1222,WBGene00012468,174849.0,
3529,-0.7752,4.029,#858585,0.7781,1.0,Y17G7B.18,1849,WBGene00012469,174850.0,
3530,3.356,0.3116,#858585,0.0205,0.09278,set-24,2820,WBGene00012845,3565594.0,
3531,2.396,-0.7943,#858585,0.02159,0.09663,Y43F11A.6,1118,WBGene00014576,,
3532,4.458,0.3761,#858585,0.0176,0.08236,Y57A10A.1,4520,WBGene00013246,190331.0,
3533,-0.3117,3.001,#858585,0.9732,1.0,Y57A10A.8,1644,WBGene00013253,190336.0,
3534,-0.6117,5.47,#858585,0.8668,1.0,Y57A10A.13,2401,WBGene00013256,174858.0,
3535,0.7296,2.524,#858585,0.7874,1.0,Y57A10A.14,792,WBGene00013257,190337.0,
3536,1.423,4.512,#858585,0.1598,0.4787,polg-1,3301,WBGene00013258,174860.0,
3537,0.06832,4.12,#858585,0.9848,1.0,trpp-5,672,WBGene00013259,190338.0,
3538,0.3034,0.9359,#858585,0.9311,1.0,aqp-12,796,WBGene00013272,3565789.0,
3539,-1.574,8.483,#858585,0.1988,0.5632,pqn-87,5267,WBGene00004167,174861.0,
3540,-0.3563,5.259,#858585,0.9109,1.0,rsr-2,1322,WBGene00013260,174862.0,"['germ line', 'somatic cell']"
3541,0.4807,3.781,#858585,0.8306,1.0,sinh-1,2419,WBGene00013261,190339.0,
3542,-1.624,1.874,#858585,0.1396,0.431,Y57A10A.24,1730,WBGene00013264,174864.0,
3543,-0.004371,3.903,#858585,0.9999,1.0,parn-2,1770,WBGene00013265,174866.0,
3544,0.09956,5.575,#858585,0.9984,1.0,tric-1B.1,1710,WBGene00013255,174867.0,
3545,0.575,6.077,#858585,0.8711,1.0,Y57A10A.26,951,WBGene00013266,174868.0,
3546,-0.9187,4.461,#858585,0.6366,1.0,Y57A10A.27,1353,WBGene00013267,174869.0,
3547,-0.8444,3.531,#858585,0.7136,1.0,tric-1B.2,1439,WBGene00013268,190342.0,
3548,0.5773,4.061,#858585,0.8691,1.0,Y57A10A.29,940,WBGene00013269,174870.0,
3549,1.516,2.419,#858585,0.1519,0.4604,ife-5,1407,WBGene00002063,174871.0,['germ line']
3550,0.3494,3.903,#858585,0.8861,1.0,Y57A10A.31,4063,WBGene00013270,174872.0,
3551,-0.4205,5.394,#858585,0.8515,1.0,sop-2,2601,WBGene00004945,174874.0,
3552,-0.5327,5.481,#858585,0.9634,1.0,ras-1,1247,WBGene00004310,174875.0,
3553,-0.8343,4.919,#858585,0.7371,1.0,marc-5,1663,WBGene00013273,174876.0,
3554,-0.569,0.3089,#858585,0.8578,1.0,Y57A10B.2,537,WBGene00013274,190343.0,
3555,-1.051,3.416,#858585,0.4631,1.0,btb-14,1068,WBGene00013275,174877.0,
3556,0.8625,7.225,#858585,0.6849,1.0,daf-22,1337,WBGene00013284,174881.0,"['body wall musculature', 'hypodermis', 'intestine', 'and neurons']"
3557,-1.685,2.223,#858585,0.04312,0.1666,Y57A10C.9,744,WBGene00013287,174882.0,
3558,-0.1561,2.458,#858585,0.9649,1.0,tag-281,572,WBGene00044323,174884.0,
3559,0.6602,3.564,#858585,0.7921,1.0,tag-280,488,WBGene00044322,174885.0,
3560,0.2638,3.672,#858585,0.9219,1.0,F15A4.5,889,WBGene00008840,174886.0,
3561,0.2832,3.183,#858585,0.9629,1.0,T21B4.15,850,WBGene00043054,3565320.0,
3562,0.4699,2.244,#858585,0.9389,1.0,ador-1,1291,WBGene00011878,174890.0,
3563,-0.9144,0.5047,#858585,0.5935,1.0,srh-69,1001,WBGene00005290,188676.0,
3564,1.345,2.47,#858585,0.3213,0.8011,ceh-99,1734,WBGene00044032,188680.0,
3565,2.218,-0.7416,#858585,0.02112,0.09503,F49C5.4,1666,WBGene00009867,186015.0,
3566,-1.083,1.332,#858585,0.4499,1.0,F49C5.11,714,WBGene00044163,3565943.0,
3567,0.2984,2.128,#858585,0.8728,1.0,clec-4,1384,WBGene00012583,189654.0,
3568,-0.9745,5.782,#858585,0.5231,1.0,ceh-100,4235,WBGene00012584,174894.0,
3569,0.6049,5.443,#858585,0.731,1.0,lips-15,905,WBGene00012585,174895.0,
3570,3.049,1.042,#858585,0.01216,0.06211,lips-16,1182,WBGene00012588,,
3571,0.2193,0.05815,#858585,0.9609,1.0,nspe-5,402,WBGene00012594,189662.0,
3572,-1.778,0.7594,#858585,0.03299,0.1346,Y38E10A.17,1935,WBGene00012595,174897.0,
3573,-1.85,0.9364,#858585,0.06918,0.2461,nhr-234,1074,WBGene00012596,189663.0,
3574,-3.041,0.8091,#858585,0.03043,0.1266,nhr-235,685,WBGene00012597,189664.0,['neurons']
3575,-1.068,5.261,#858585,0.3987,0.9292,rgs-4,1089,WBGene00004347,189666.0,
3576,0.1981,5.395,#858585,0.9763,1.0,Y38E10A.22,1642,WBGene00012600,189667.0,
3577,0.3942,3.697,#858585,0.8427,1.0,Y38E10A.24,293,WBGene00012602,174898.0,
3578,-0.1729,3.3,#858585,0.9874,1.0,cox-10,1519,WBGene00012895,174899.0,
3579,-1.455,6.175,#858585,0.1784,0.5189,tbc-17,4138,WBGene00012894,174900.0,
3580,-0.8926,8.135,#858585,0.5793,1.0,snrp-200,6817,WBGene00012896,174901.0,"['excretory cell', 'gonad', 'head ganglion', 'intestine', 'and pharynx']"
3581,0.8196,5.359,#858585,0.7377,1.0,pisy-1,924,WBGene00012897,174902.0,
3582,1.822,2.695,#858585,0.07371,0.2594,Y46G5A.43,1210,WBGene00077636,,
3583,1.767,2.086,#858585,0.1525,0.4615,Y46G5A.6,1403,WBGene00012898,,
3584,1.422,1.409,#858585,0.2563,0.681,Y46G5A.7,953,WBGene00012899,174904.0,
3585,1.711,0.1639,#858585,0.1265,0.399,Y46G5A.8,624,WBGene00012900,174905.0,
3586,-0.2163,2.39,#858585,0.97,1.0,cnp-2,2307,WBGene00012901,174907.0,['intestine']
3587,0.433,5.499,#858585,0.9819,1.0,vps-2,815,WBGene00012903,174908.0,['tail']
3588,-1.122,4.195,#858585,0.3717,0.8853,tiar-2,2042,WBGene00012904,174909.0,"['several structures', 'including mechanosensory neurons']"
3589,0.6764,3.046,#858585,0.8905,1.0,Y46G5A.15,1190,WBGene00012906,174911.0,
3590,1.34,2.853,#858585,0.2478,0.6651,alkb-7,757,WBGene00012920,3564894.0,
3591,0.7553,8.24,#858585,0.7936,1.0,cpt-1,2796,WBGene00012907,174912.0,
3592,0.01189,5.41,#858585,0.9994,1.0,Y46G5A.18,1971,WBGene00012908,174913.0,
3593,0.6647,4.683,#858585,0.895,1.0,spds-1,1625,WBGene00012909,174914.0,
3594,1.813,2.138,#858585,0.08145,0.2815,Y46G5A.20,560,WBGene00012910,174915.0,
3595,-0.2525,5.235,#858585,0.9938,1.0,acl-7,2138,WBGene00012911,174916.0,
3596,-1.086,0.3955,#858585,0.4531,1.0,Y46G5A.22,1059,WBGene00012912,174917.0,
3597,-1.462,2.593,#858585,0.1235,0.3913,Y46G5A.36,529,WBGene00012921,13187570.0,
3598,-0.767,6.256,#858585,0.8171,1.0,pes-10,1444,WBGene00003983,174920.0,
3599,-0.9773,6.207,#858585,0.5355,1.0,gsy-1,2444,WBGene00001793,174924.0,
3600,2.136,-0.4364,#858585,0.02452,0.1069,sra-14,1055,WBGene00005040,185262.0,"['RID', 'chemosensory neurons', 'and ray']"
3601,1.875,7.717,#858585,0.03072,0.1275,clec-63,1313,WBGene00009394,174927.0,"['germ line', 'intestine']"
3602,1.24,0.9207,#858585,0.4063,0.9413,clec-64,1239,WBGene00009395,185264.0,"['head neurons', 'in male']"
3603,1.224,3.711,#858585,0.2178,0.604,clec-66,1328,WBGene00009397,174929.0,['intestine']
3604,1.319,3.987,#858585,0.2521,0.6737,F58G1.2,1720,WBGene00010264,174931.0,"['dorsal nerve cord', 'head muscle', 'and ventral nerve cord']"
3605,2.681,0.9034,#858585,0.04623,0.1762,wago-4,3369,WBGene00010263,174932.0,"['EMS', 'Psub1', 'Z2', 'Z3', 'and oocyte']"
3606,-0.6408,6.627,#858585,0.7564,1.0,dct-18,759,WBGene00010266,174934.0,
3607,-1.667,4.196,#858585,0.02929,0.1227,arrd-10,1322,WBGene00010268,174936.0,
3608,-0.1434,3.957,#858585,0.9749,1.0,F58G1.7,2046,WBGene00010269,174937.0,
3609,1.98,0.4435,#858585,0.0409,0.1596,Y38F1A.1,993,WBGene00012605,174938.0,
3610,0.4888,3.179,#858585,0.9339,1.0,Y38F1A.2,1006,WBGene00012606,174939.0,
3611,-0.5793,2.331,#858585,0.8411,1.0,Y38F1A.4,1029,WBGene00012607,189672.0,
3612,-1.146,5.118,#858585,0.3183,0.7959,hphd-1,1687,WBGene00012608,174942.0,
3613,-0.3961,4.318,#858585,0.9141,1.0,Y38F1A.8,1076,WBGene00012610,189674.0,
3614,0.5094,3.37,#858585,0.8288,1.0,oig-2,377,WBGene00003860,189675.0,"['several structures', 'including midbody', 'neurons', 'pharynx', 'tail', 'and ventral nerve cord']"
3615,-0.01118,4.737,#858585,0.9997,1.0,F18A11.5,1121,WBGene00008932,174943.0,
3616,-1.411,7.614,#858585,0.2493,0.6673,max-2,3243,WBGene00003144,3565400.0,"['neurons', 'pharynx', 'and ventral nerve cord']"
3617,0.06582,3.713,#858585,0.9899,1.0,F18A11.3,510,WBGene00008930,174946.0,
3618,-0.5435,7.227,#858585,0.9447,1.0,zyx-1,3015,WBGene00006999,174951.0,"['muscle cell', 'neurons']"
3619,1.471,3.387,#858585,0.1347,0.4195,F42G4.5,1096,WBGene00009642,185674.0,
3620,-1.214,5.12,#858585,0.3431,0.8384,gcn-2,5660,WBGene00013591,174953.0,
3621,-1.144,5.234,#858585,0.4159,0.9579,rict-1,5009,WBGene00009245,3565035.0,"['several structures', 'including head neurons', 'intestine', 'pharynx', 'spermatheca', 'and ventral nerve cord']"
3622,-0.4168,6.381,#858585,0.9766,1.0,gfm-1,2478,WBGene00009246,174956.0,
3623,-1.833,3.862,#858585,0.01683,0.07951,mltn-1,2212,WBGene00009311,3565295.0,
3624,0.5241,1.781,#858585,0.9016,1.0,hpr-17,1691,WBGene00001998,174958.0,
3625,-0.4736,5.884,#858585,0.9458,1.0,F32A11.1,1333,WBGene00009307,174959.0,
3626,-0.5451,2.911,#858585,0.925,1.0,W09H1.1,1385,WBGene00012372,174961.0,
3627,-0.823,5.419,#858585,0.7301,1.0,mecr-1,1204,WBGene00012375,174963.0,['tail']
3628,-1.534,8.916,#858585,0.07612,0.2666,lec-1,1213,WBGene00002264,174964.0,
3629,-1.359,5.111,#858585,0.2401,0.6503,btf-1,5224,WBGene00000274,174965.0,
3630,-0.563,7.425,#858585,0.9254,1.0,flp-16,646,WBGene00001459,174967.0,['nerve ring']
3631,-0.5067,3.446,#858585,0.8222,1.0,romo-1,373,WBGene00008860,174968.0,
3632,3.768,0.8716,#858585,0.02396,0.1051,F15D4.6,518,WBGene00008863,184531.0,
3633,-0.7071,4.947,#858585,0.7712,1.0,Y48C3A.5,2152,WBGene00012989,174973.0,
3634,0.856,5.636,#858585,0.611,1.0,ztf-22,1753,WBGene00012988,174971.0,"['dorsal nerve cord', 'head muscle', 'head neurons', 'intestine', 'and ventral nerve cord']"
3635,0.225,5.221,#858585,0.9844,1.0,Y48C3A.3,1036,WBGene00012987,190020.0,
3636,-0.5875,5.018,#858585,0.9182,1.0,mac-1,2585,WBGene00003119,174974.0,
3637,-1.625,6.077,#858585,0.1296,0.406,sam-10,2251,WBGene00012990,174975.0,"['ganglia', 'touch receptor neurons', 'and vulva']"
3638,-0.5025,3.874,#858585,0.9233,1.0,mrpl-20,656,WBGene00012992,174976.0,
3639,-0.1703,2.996,#858585,0.9947,1.0,dmsr-3,1253,WBGene00012993,190021.0,
3640,-1.076,4.721,#858585,0.3993,0.9303,Y48C3A.20,1464,WBGene00012998,174977.0,
3641,-1.31,5.231,#858585,0.2488,0.667,Y48C3A.12,2218,WBGene00012994,190022.0,
3642,-1.083,5.411,#858585,0.4233,0.969,Y48C3A.14,2796,WBGene00012995,174978.0,['head']
3643,-0.1722,4.312,#858585,0.9683,1.0,pinn-4,457,WBGene00012996,174979.0,"['head', 'intestinal cell', 'and tail']"
3644,-0.5141,4.765,#858585,0.8945,1.0,efl-2,1751,WBGene00001162,174980.0,"['dorsal nerve cord', 'head muscle', 'intestine', 'spermatheca', 'and ventral nerve cord']"
3645,-0.0644,3.762,#858585,0.9976,1.0,Y48C3A.18,812,WBGene00012997,174981.0,
3646,-0.6295,5.002,#858585,0.8895,1.0,Y48E1C.1,4427,WBGene00013014,174982.0,
3647,-0.4259,4.365,#858585,0.9819,1.0,Y48E1C.2,1205,WBGene00013015,174983.0,
3648,1.115,4.938,#858585,0.313,0.7862,Y48E1C.4,851,WBGene00013017,174984.0,
3649,0.491,7.118,#858585,0.8489,1.0,tbc-14,2105,WBGene00008444,174986.0,
3650,-0.9774,5.625,#858585,0.5325,1.0,pqn-27,2242,WBGene00004116,3564944.0,
3651,-0.2593,5.543,#858585,0.9836,1.0,E01G4.3,806,WBGene00008446,174988.0,
3652,-0.4933,4.078,#858585,0.9404,1.0,E01G4.7,996,WBGene00045410,,
3653,-0.9956,4.686,#858585,0.5082,1.0,alh-7,1800,WBGene00000113,174991.0,
3654,0.05313,6.075,#858585,0.9876,1.0,F45H10.2,462,WBGene00009739,174992.0,
3655,-0.4313,5.597,#858585,0.9735,1.0,F45H10.3,584,WBGene00009740,174993.0,
3656,0.7633,3.411,#858585,0.7326,1.0,drr-1,699,WBGene00009741,174994.0,
3657,-0.2238,2.865,#858585,0.9916,1.0,F45H10.5,550,WBGene00009742,259446.0,
3658,0.1119,0.1902,#858585,0.9869,1.0,F54F11.1,912,WBGene00010069,174995.0,['pharyngeal gland cell']
3659,-0.5109,7.596,#858585,0.9236,1.0,nep-17,4905,WBGene00010070,174996.0,['intestine']
3660,-0.2522,0.2868,#858585,0.955,1.0,sre-45,1110,WBGene00010071,186258.0,
3661,-1.309,5.361,#858585,0.265,0.6983,snx-14,3133,WBGene00013011,174997.0,
3662,-0.6013,5.072,#858585,0.8396,1.0,Y48E1B.2,2943,WBGene00013001,174998.0,
3663,-0.4885,3.492,#858585,0.872,1.0,ddl-2,1693,WBGene00013000,190025.0,['neurons']
3664,-0.3823,5.537,#858585,0.9843,1.0,Y48E1B.3,3541,WBGene00013002,174999.0,
3665,-0.0982,4.827,#858585,0.9948,1.0,mrpl-37,1446,WBGene00013004,175001.0,
3666,-0.6022,4.006,#858585,0.8041,1.0,lin-38,2351,WBGene00013006,190028.0,
3667,1.209,1.836,#858585,0.3079,0.7779,fbxc-23,948,WBGene00013009,190029.0,
3668,-0.5223,2.537,#858585,0.9229,1.0,csc-1,945,WBGene00000804,175006.0,['oocyte']
3669,0.8561,5.345,#858585,0.6385,1.0,gst-20,817,WBGene00001768,175008.0,
3670,1.761,3.303,#858585,0.2366,0.6437,tag-10,1543,WBGene00006404,175011.0,['amphid neurons']
3671,0.7679,6.312,#858585,0.7443,1.0,C31C9.2,1135,WBGene00007836,175012.0,
3672,0.07743,3.762,#858585,0.9953,1.0,fbxa-167,1298,WBGene00007837,183082.0,
3673,-1.036,1.198,#858585,0.4668,1.0,fbxa-168,2920,WBGene00007838,,
3674,-0.3932,-0.3732,#858585,0.8377,1.0,fbxa-169,1554,WBGene00045289,6418621.0,
